id,name,artist,album,release_date,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
1Y13csEpu3TK5gQdzGLrd8,Pardon Me,Incubus,Make Yourself,1999-10-26,,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,223747,4,68
5iAj5KZX76YhvbO2X8W8By,Lost,Korn,Life Is Peachy,1996-10-15,,0.552,0.874,7,-7.799,1,0.0725,0.00777,0.0374,0.655,0.457,108.391,174707,4,45
5gs3OJVv8wly05nf44iHiZ,Me Inside,Slipknot,Slipknot,1999,,0.315,0.989,1,-4.507,1,0.184,0.000389,7.41e-06,0.193,0.145,125.315,159427,4,53
2xFZNy2zdXgMCjjLnIRm96,New Abortion,Slipknot,Iowa,2001,,0.327,0.994,11,-4.023,0,0.252,7.55e-05,0.00848,0.434,0.16,111.737,216600,4,46
5VNMlLgQdpo2ksrYzD9ANy,Nobody Like You,Limp Bizkit,Significant Other,1999,,0.376,0.839,6,-6.426,1,0.0444,0.00182,0.0162,0.153,0.348,94.758,260107,4,54
3GiJq4AQK7324mfIQbpiTf,Custer,Slipknot,.5: The Gray Chapter (Special Edition),2014-10-15,,0.407,0.98,7,-1.58,1,0.107,0.00174,0.000112,0.119,0.537,131.066,254467,4,74
437ShA8eBSfBmezIP9MeX1,Right Now,Korn,Take A Look In The Mirror,2003-11-19,,0.56,0.935,11,-3.609,0,0.0986,0.000726,0.000645,0.0776,0.383,102.946,189960,4,56
6IPJ7LeWIOhxPW8Sq3nIGc,Re-Arranged,Limp Bizkit,Significant Other,1999,,0.519,0.771,11,-7.175,1,0.0734,0.0995,0.0529,0.0612,0.413,104.498,354733,4,60
5pbfZdAP7xUu354ZQBhTS2,Ball Tongue,Korn,Korn,1994-10-11,,0.55,0.877,2,-6.942,1,0.111,0.0244,0.0838,0.112,0.445,106.226,268533,4,56
2OUR8g12h5qsGDs1v5lqvp,Swerve City,Deftones,Koi No Yokan,2012-11-09,,0.457,0.964,10,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987,4,63
5Bpc360LNUScK53FrM8nvB,Hole in the Earth,Deftones,Saturday Night Wrist,2006-10-25,,0.139,0.937,6,-3.944,0,0.206,5.39e-05,0.0572,0.349,0.304,205.784,249320,3,64
2cN7qiHMJflO91pkG9HoO1,Dai the Flu,Deftones,Around the Fur,1997-10-27,,0.347,0.95,11,-4.561,1,0.0698,2.28e-05,0.833,0.17,0.305,87.208,276573,4,61
7kVrQ79jg4nd1r6H9CrmIk,Faget,Korn,Korn,1994-10-11,,0.49,0.844,1,-6.5,0,0.0951,0.0224,2.85e-05,0.147,0.439,87.762,349507,4,58
7vrLphPq4yjaX7jiDdd2Nc,Dig,Mudvayne,L.D. 50,2000-08-13,,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,162293,4,61
6Ot1jvIoVPAuGRKY8Qxue8,Divine,Korn,Korn,1994-10-11,,0.455,0.957,9,-5.91,1,0.143,0.00864,1.61e-05,0.137,0.42,123.89,170373,4,53
3BmjRmFTESgWZLPSVGp8aG,Lying from You,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.531,0.952,3,-3.361,0,0.205,0.007,0.0,0.0672,0.76,160.125,175053,4,68
4IOTgPMdeLyoHicxxMo2aN,Predictable,Korn,Korn,1994-10-11,,0.385,0.737,5,-6.246,1,0.106,0.000982,0.0172,0.113,0.532,79.659,272640,4,47
5GOfjX6UN5yyDkMGl8nrnn,Get This,Slipknot,Slipknot (10th Anniversary Edition),2009-09-09,,0.35,0.992,1,-5.031,0,0.269,0.0176,0.0,0.742,0.111,116.011,123400,4,55
0kO3njY9N1Rxgv27Ha1lLh,Numb,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,187520,4,55
1CP8UCFq3Buyg4MN8mZUka,Stuck,Limp Bizkit,"Three Dollar Bill, Y'all $",1997-01-01,,0.466,0.838,11,-6.258,1,0.248,0.0354,7.31e-05,0.34,0.513,99.816,324640,4,51
5IXL71UnulglAsz8JvIN0k,Lies,Korn,Korn,1994-10-11,,0.499,0.942,1,-6.381,0,0.124,0.00303,0.000603,0.479,0.48,125.006,202400,4,50
1dRJrAoBpJ6vntDxIgMl2m,I'm Sorry,Flyleaf,Flyleaf,2006-01-01,,0.502,0.979,7,-2.748,1,0.134,0.00728,0.000917,0.359,0.377,139.995,163747,3,39
3yE7LC2ZyNWsLRSXHb0J06,Figure.09,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.499,0.95,9,-3.198,1,0.0639,0.00903,0.0,0.148,0.53,98.019,197507,4,58
5uuXtfqM7Wp3idCxyHeOll,With You,Linkin Park,Hybrid Theory (Bonus Edition),2000,,0.421,0.978,6,-4.004,0,0.302,0.0037,0.0,0.111,0.359,196.921,203267,4,67
3OYZWMm5m2DEwq2Tc1ukTh,The Heretic Anthem,Slipknot,Iowa,2001,,0.451,0.993,1,-4.143,1,0.185,0.000562,0.00479,0.152,0.14,100.827,254000,4,63
5VYbLzAplnqPaGNpcf8qhZ,Hit the Floor,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.74,0.96,9,-3.692,1,0.193,0.063,0.0,0.0444,0.868,150.006,164213,4,55
4g3QZlvz39UllCcRXDZ0Do,Sulfur,Slipknot,All Hope Is Gone,2008-08-22,,0.278,0.985,11,-1.934,1,0.129,0.000234,0.000235,0.104,0.342,104.803,277800,4,55
6wldBo9HFtco6CX9pbSuSC,Need To,Korn,Korn,1994-10-11,,0.41,0.934,2,-6.177,1,0.151,0.000484,0.0023,0.113,0.212,120.375,241360,4,49
3mokABTMvRjILYV9iuvW5e,Sorrow,Flyleaf,Flyleaf,2006-01-01,,0.486,0.838,2,-3.616,0,0.0378,0.0161,0.0,0.331,0.38,140.135,166000,3,47
0Qrb3L8JgreLBW8g4qyan9,Back to School (Mini Maggit),Deftones,White Pony,2000-05-16,,0.3,0.986,8,-3.022,1,0.107,0.000386,0.000136,0.0924,0.256,85.117,237360,4,59
0YDVWdAuSTqrFqpfEIugT1,Proud,Korn,Live & Rare,2006-04-28,,0.349,0.97,2,-3.618,1,0.2,0.000297,0.0232,0.381,0.379,118.023,206800,4,30
0CSZ1DMvRZH0WLB5V0WSom,MX,Deftones,Around the Fur,1997-10-27,,0.246,2.02e-05,10,-5.607,0,0.113,3.69e-05,0.0756,0.315,0.109,85.663,2238734,4,54
1FdU4oF88UOJwA9GYgognx,Diamond Eyes,Deftones,Diamond Eyes (Deluxe),2010-04-23,,0.331,0.845,8,-4.876,1,0.0551,0.000109,0.000212,0.0758,0.468,153.484,188267,3,53
3b0meCmg4rf2jSpMSxdc1I,Kill You,Korn,Life Is Peachy,1996-10-15,,0.42,0.0376,5,-8.228,1,0.149,0.0192,0.000662,0.0838,0.881,120.925,519253,4,43
1gzWd0ILFaCoHUfQSkCIvl,Minerva,Deftones,Deftones,2003-05-19,,0.349,0.934,3,-5.518,0,0.0644,0.000152,0.623,0.281,0.0788,124.055,257813,4,61
0FrT8a39eo6siL1yIxVGTP,Pink Maggit,Deftones,White Pony,2000-05-16,,0.144,0.668,8,-6.622,1,0.048,0.00633,0.308,0.11,0.0362,89.64,453227,3,56
67ah6prOsDPr2UfkKnlwyX,K@#*%!,Korn,Life Is Peachy,1996-10-15,,0.554,0.829,11,-7.555,0,0.155,0.0121,0.00502,0.213,0.585,105.365,182493,4,44
7MMr2rAbKCecToZUbDAQg9,Beauty School,Deftones,Diamond Eyes (Deluxe),2010-04-23,,0.397,0.9,3,-5.968,0,0.0589,5.9e-05,0.024,0.228,0.204,106.448,287840,4,53
5rAxhWcgFng3s570sGO2F8,A Place for My Head,Linkin Park,Hybrid Theory (Bonus Edition),2000,,0.603,0.908,11,-5.254,1,0.184,0.0144,0.0,0.671,0.457,133.063,184640,4,75
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,Toxicity,2001-09-04,,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,83
1UwwbPgKGOoSbqqHm9Xxzn,Jumpdafuckup,Soulfly,Primitive (Special Edition),2000-01-01,,0.598,0.954,2,-4.86,1,0.0801,0.00951,2.86e-05,0.127,0.235,100.98,311987,4,55
4Z6e88z4yPI3oYBAUicQ1b,Liberate,Slipknot,Slipknot,1999,,0.334,0.99,1,-3.961,1,0.187,0.000779,0.0,0.0744,0.395,145.162,184307,4,58
05NpeTQWnzXS1d8ZqL4YFZ,Twisted Transistor,Korn,See You On the Other Side,2005-12-06,,0.581,0.983,5,-3.291,0,0.0636,0.00043,0.00654,0.0806,0.417,110.038,188933,4,69
5iJmknkGRxLQUHnWat2Ybd,Show Me What You Got,Limp Bizkit,Significant Other,1999,,0.449,0.921,8,-7.629,0,0.286,0.0512,0.0353,0.958,0.671,104.282,266907,4,46
2yXGMzha9lltJRjzOCNiCn,Daddy,Korn,Korn,1994-10-11,,0.448,0.000685,5,-9.979,0,0.0983,0.122,2.1e-05,0.141,0.869,99.774,1050827,4,49
7iiULg8Kmbnh1vWbh9rnBA,Lotion,Deftones,Around the Fur,1997-10-27,,0.382,0.985,1,-4.002,1,0.206,8.49e-06,0.0061,0.362,0.206,103.119,237733,4,59
61KpjCXatXtHSv7z9hsv7B,Three Nil,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.311,0.993,7,-2.484,1,0.2,0.000232,9.78e-06,0.2,0.105,114.273,288320,4,51
4X1XkTFjhpsWOC94lMNNEc,Let's Get This Party Started,Korn,Issues,1999-11-09,,0.526,0.93,11,-6.645,0,0.0734,0.000177,0.39,0.412,0.2,110.73,221240,4,50
3wWBjqx2dJlJRVJdnPzXsr,Opium of the People,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.352,0.995,11,-1.667,1,0.181,0.00761,2.6e-05,0.511,0.138,134.262,192587,4,52
50oXqDFyjbuGLzdfCwYWRu,Wake Up,Korn,Issues,1999-11-09,,0.549,0.595,0,-7.925,1,0.0351,0.000383,0.949,0.557,0.388,101.952,247480,4,48
3q7GKmKaiktt57PVIxKOm8,The Blister Exists,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.392,0.993,6,-2.535,1,0.134,0.000568,0.0067,0.272,0.351,95.298,319427,4,60
4Gk8bUnTFeCNQtdfLxJlt5,Don't Go Off Wandering,Limp Bizkit,Significant Other,1999,,0.218,0.706,9,-8.386,1,0.0679,0.0044,0.0071,0.212,0.178,185.518,239933,3,44
12hP4bCoXX07pEmUpMSrkj,Dirty,Korn,Issues,1999-11-09,,0.311,0.645,2,-7.761,1,0.22,0.000594,0.186,0.155,0.229,133.921,470560,4,44
3yR6QIK5t05ZzJojA23QVj,No Way,Korn,Issues,1999-11-09,,0.472,0.855,9,-6.615,1,0.0507,0.00123,0.724,0.161,0.19,98.835,247947,4,45
12IRA5MdLZL5hiBAPVRJpc,I'm Broke,Limp Bizkit,Significant Other,1999,,0.475,0.798,6,-7.541,1,0.234,0.0662,0.000288,0.114,0.386,102.091,239160,4,50
27gUeiai56GKF6TxvmPJut,Don't Stay,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.488,0.995,1,-3.096,0,0.109,0.00153,0.0,0.911,0.679,90.055,187933,4,59
6XZYUvrAP4JabmdmL4elpz,9 Teen 90 Nine,Limp Bizkit,Significant Other,1999,,0.382,0.812,6,-8.625,1,0.116,0.00377,0.00472,0.687,0.623,95.644,276093,4,50
1eRgyfyizDWISeS99kwLNC,She Loves Me Not,Papa Roach,lovehatetragedy,2002-01-01,,0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126,209573,4,60
5aQRJorDb0PRMywaLgtxZr,Mr. Rogers,Korn,Life Is Peachy,1996-10-15,,0.326,0.899,1,-7.382,0,0.172,0.00343,0.00717,0.31,0.291,158.741,309493,4,44
6xtQ23d8GEXgcxyUKPtwc5,Runaway,Linkin Park,Hybrid Theory (Bonus Edition),2000,,0.636,0.884,7,-4.743,1,0.0584,0.0142,0.0,0.253,0.446,109.16,183973,4,70
6UzeOH4bRPzKTo2wCXMZmC,By Myself,Linkin Park,Hybrid Theory (Bonus Edition),2000,,0.544,0.935,6,-4.159,0,0.173,0.0171,0.00301,0.297,0.339,103.026,189800,4,65
1h4qhOmbd7eQLeMNOg8nWQ,From the Inside,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.448,0.967,1,-2.852,0,0.0804,0.045,0.0,0.575,0.361,94.984,175507,3,48
25kc8tMREdGVXhChIiCZTR,Helmet in the Bush,Korn,Korn,1994-10-11,,0.563,0.87,9,-8.493,1,0.0952,0.00223,0.0417,0.263,0.664,170.756,242693,4,46
4bLCPfBLKlqiONo6TALTh5,Entombed,Deftones,Koi No Yokan,2012-11-09,,0.399,0.753,10,-3.882,1,0.0375,0.00593,0.128,0.366,0.167,130.055,299240,4,69
2nMN06ZdkOyGrhSDt9CKah,Counterfeit,Limp Bizkit,"Three Dollar Bill, Y'all $",1997-01-01,,0.462,0.943,1,-5.343,1,0.245,0.0364,0.00148,0.0871,0.218,95.483,308093,4,56
0IRhnnggBPZ1WMVWUgRrfj,Tattered & Torn,Slipknot,Slipknot,1999,,0.223,0.989,7,-3.952,1,0.383,0.000122,0.759,0.552,0.051,86.323,173867,4,51
4hHU7KlmOi8rIhpPB6fTg4,No Life,Slipknot,Slipknot,1999,,0.28,0.983,7,-4.574,1,0.142,0.000233,5.96e-05,0.305,0.5,153.677,167373,4,53
1hrDDgkVbbS5bySL8uHLh3,I Am Hated,Slipknot,Iowa,2001,,0.435,0.986,7,-3.458,1,0.182,8.34e-05,0.000924,0.572,0.434,125.822,157827,4,50
77VW8u6inET54YAKN1RSnd,Twisted Transistor,Korn,See You On the Other Side,2005-12-06,,0.58,0.983,5,-3.291,0,0.0636,0.00043,0.00694,0.0801,0.416,110.053,188933,4,1
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,Evil Empire,1996-04-16,,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4,71
1MxB3Qw6wz8IZYSmIPyH6I,Scream,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.323,0.982,2,-3.239,1,0.147,0.00269,2.41e-06,0.301,0.321,124.711,271987,4,49
0PicuPCfXDJyyRtOR1ukGW,Bored,Deftones,Adrenaline,1995-09-29,,0.365,0.538,2,-6.951,1,0.035,0.00039,0.0869,0.198,0.314,79.863,245973,4,64
5vVKkF3xih38Vcoo4HgAo8,Engine No. 9,Deftones,Adrenaline,1995-09-29,,0.358,0.981,2,-5.13,1,0.178,9.3e-05,0.000193,0.386,0.382,93.744,204880,4,64
7kxM3UJwN6rHAW5kwdlAHK,Forgotten,Linkin Park,Hybrid Theory (Bonus Edition),2000,,0.615,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.193,194427,4,64
11SQnfm9cxgIjRREQWgbsP,Everything Ends,Slipknot,Iowa,2001,,0.467,0.992,11,-3.218,0,0.175,7.8e-05,0.00175,0.41,0.317,115.209,254107,4,56
6do7nVH4UOuZlKcA2ZBHbh,Circle,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.353,0.76,4,-5.105,0,0.0344,0.165,0.0245,0.369,0.273,119.52,262987,4,50
2PrUECwPIU40LSiS7vNqbz,Welcome,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.339,0.985,6,-2.217,0,0.161,0.00463,0.0,0.232,0.395,98.975,195413,4,49
0mMeNL8Q6GMi8YHItNIFAr,Don't Get Close,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.325,0.986,7,-2.757,1,0.225,0.000655,4.33e-06,0.0224,0.142,135.637,227800,4,45
34ejQh9cEtfTO4XVm9tDmq,Eeyore,Slipknot,Slipknot,1999,,0.33,0.997,7,-5.173,1,0.283,0.000502,0.00272,0.462,0.0595,119.693,167821,4,50
3ssOIXSgNiV8KtUUHmcux2,Beware,Deftones,Saturday Night Wrist,2006-10-30,,0.265,0.714,8,-5.393,1,0.0375,0.000129,0.432,0.137,0.1,145.156,360667,4,54
1d5UuboIPRMD4HaU3yycKC,Somewhere I Belong,Linkin Park,Meteora (Bonus Edition),2003-09-16,,0.451,0.951,1,-3.754,1,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,213933,4,54
57BrRMwf9LrcmuOsyGilwr,Crawling,Linkin Park,Hybrid Theory (Bonus Edition),2000,,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960,4,80
0FpYnuKYFJXHAmHbS1CycY,Feiticeira,Deftones,White Pony,2000-05-16,,0.196,0.97,8,-4.692,1,0.26,0.000404,0.0631,0.288,0.114,153.186,189760,4,56
14II53shcLqxjk8P0r7nTW,Suffocate,Staind,Dysfunction,1999-04-13,,0.508,0.903,11,-3.412,1,0.0594,7.29e-05,0.921,0.155,0.52,111.943,196907,4,40
7Ca5yTC81P0AtRnNKHKzwJ,Rickets,Deftones,Around the Fur,1997-10-27,,0.441,0.985,8,-6.585,1,0.221,4.82e-05,0.0575,0.0474,0.24,96.59,162867,4,55
28q0pUwcJRS2tGZsYH6xL5,Lhabia,Deftones,Around the Fur,1997-10-27,,0.382,0.988,8,-5.029,1,0.233,4.34e-05,0.889,0.303,0.151,150.757,251173,4,59
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,Infest,2001-04-25,,0.589,0.89,4,-3.719,0,0.06,0.000481,0.00082,0.201,0.687,90.586,199907,4,80
0tWEB6BxbI48XN79QE1JbT,Everybody's Fool,Evanescence,Fallen,2003-03-04,,0.437,0.835,2,-5.076,0,0.0405,0.00145,2.27e-05,0.245,0.296,95.111,195880,4,67
3AwLxSqo1jOOMpNsgxqRNE,Prison Song,System Of A Down,Toxicity,2001-09-04,,0.493,0.974,1,-3.252,1,0.135,0.0202,8.31e-05,0.182,0.354,99.647,201160,4,67
605hJIiMrdsUjr4Vx4BFD6,Demon Speeding,Rob Zombie,The Sinister Urge,2001-01-01,,0.549,0.81,11,-4.001,0,0.0328,0.000298,2.89e-06,0.156,0.41,133.985,224307,4,58
19fYhk0wzXqUOoBqkPsYCP,Right Now,Korn,Take A Look In The Mirror,2003-11-21,,0.564,0.932,9,-3.6,1,0.109,0.000705,0.000376,0.0713,0.388,102.953,189960,4,60
0Dsh8QOcNffWgSVcAnezUV,Immune,Godsmack,Godsmack,1998-01-01,,0.284,0.898,9,-5.392,1,0.0821,1.58e-05,1.86e-05,0.166,0.363,84.558,287907,4,38
3sbezh9MMCQrr4KY7zw13j,Session,Linkin Park,Meteora,2003-09-16,,0.573,0.961,10,-5.66,1,0.0507,0.0533,0.91,0.353,0.188,98.006,144733,4,47
1qGmxIGEuBEkj7bft72Kh0,Suite-Pee,System Of A Down,System Of A Down,1998,,0.263,0.89,0,-2.913,1,0.177,0.0022,0.00348,0.306,0.286,190.389,151733,4,64
6GCusUym0CAdFS2g1qG79Y,The Nameless,Slipknot,Vol. 3: The Subliminal Verses,2004,,0.338,0.983,7,-2.429,1,0.18,0.0155,0.000743,0.502,0.22,105.938,268040,4,54
5MYsvAONqcsIVOwu2HTQ3p,Faith,Limp Bizkit,"Three Dollar Bill, Y'all $",1997-01-01,,0.428,0.781,1,-6.823,0,0.281,0.0675,0.000781,0.615,0.709,93.244,146480,4,65
6DoXuH326aAYEN8CnlLmhP,7 Words,Deftones,Adrenaline,1995-09-29,,0.431,0.906,9,-6.13,1,0.0945,0.0001,0.0001,0.123,0.53,125.459,223893,4,66
4eC8kxde5otdG8EyoMQXhG,A Flat,Staind,Dysfunction,1999-04-13,,0.511,0.82,0,-4.509,1,0.0444,0.00012,0.00399,0.153,0.366,75.801,299293,4,35
5QpKw2mRY4TLNtD9q62PM6,Loco,Coal Chamber,Coal Chamber,1997-01-01,,0.497,0.914,6,-6.532,1,0.0601,0.00178,0.00105,0.258,0.16,133.738,254693,4,0
5ih5herXfvp5coBVFhmoAW,Gasoline,Seether,Disclaimer,2002-01-01,,0.473,0.942,1,-2.698,1,0.0785,3.4e-05,0.0375,0.0627,0.75,173.527,168560,4,60
4kzJkxchcxH1mT1Zw2Fze1,Eat You Alive,Limp Bizkit,Greatest Hitz,2005-11-08,,0.311,0.876,4,-4.432,1,0.0712,0.000514,9.54e-05,0.318,0.197,136.07,237773,4,33
249Z7XT6mf8B2zuI0RaeS0,Violent Pornography,System Of A Down,Mezmerize,2005-05-17,,0.459,0.958,6,-2.333,1,0.0877,0.0283,0.0,0.108,0.586,142.707,211333,4,69
04dUHPnGzVBRHxFDxhSHFY,Nobody Loves Me,Limp Bizkit,"Three Dollar Bill, Y'all $",1997-01-01,,0.36,0.893,1,-8.387,1,0.114,0.000688,0.616,0.395,0.19,104.688,267467,4,40
42Kv1RoTAm09FeytxiuZIB,Knife Prty,Deftones,White Pony,2000-05-16,,0.295,0.883,0,-3.897,0,0.0446,0.00025,0.0234,0.137,0.118,74.483,289200,3,62
4m8wPzkI1y0sUdqEh4A7fq,Kimdracula,Deftones,Saturday Night Wrist,2006-10-25,,0.293,0.831,6,-3.829,0,0.049,1.18e-05,0.142,0.284,0.467,154.108,194307,4,59
6lqwRfIHYRiJ7M9xfLqcRx,Brackish,Kittie,Spit,2000-01-11,,0.349,0.931,1,-6.016,1,0.0862,0.000291,0.00065,0.104,0.843,142.956,189707,4,0
0snQkGI5qnAmohLE7jTsTn,Toxicity,System Of A Down,Toxicity,2001-09-04,,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3,83
0uSbuo5FFbXmiJPiGfRc0N,Joy Ride,Snot,Get Some,1997-01-01,,0.378,0.965,1,-4.951,1,0.0723,1.43e-05,0.869,0.475,0.607,106.195,145600,4,45
5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,System Of A Down,Toxicity,2001-01-01,,0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,210240,4,3
4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,Disturbed,The Sickness (10th Anniversary Edition),2010-03-12,,0.649,0.896,10,-2.704,0,0.056,0.000319,1.19e-05,0.102,0.924,90.009,278707,4,60
1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,Trapt,2002-11-05,,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570,4,70
6Z77oDcn6iI1MHFCBPjl24,Haunted,Evanescence,Fallen,2003-03-04,,0.364,0.861,4,-4.588,0,0.0617,0.00959,0.00449,0.107,0.16,155.672,185440,4,58
31RTFPrB7wmYBhlkM2ILXG,Sugar,System Of A Down,System Of A Down,1998,,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,153800,4,73
1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,Drowning Pool,Sinner (Unlucky 13th Anniversary Deluxe Edition),2014-01-01,,0.615,0.919,4,-4.318,0,0.0798,0.00218,0.000607,0.113,0.542,130.919,202467,4,52
0INUE1K7cEiE8VH63Rv5RJ,Happy?,Mudvayne,Lost and Found,2005,,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,216427,4,66
3RgDvs9Jpvn3kUuaTek1R5,I-E-A-I-A-I-O,System Of A Down,Steal This Album!,2002-11-26,,0.626,0.792,0,-2.734,1,0.0721,0.000126,0.022,0.438,0.433,133.212,188600,4,67
45R6DmpsaoqLujIn6qPTPH,Wait,Earshot,Two,2004-06-22,,0.502,0.934,9,-3.899,1,0.0553,8.38e-06,0.164,0.0921,0.477,102.121,213000,4,57
0lqHgjNrXmtFroWDqwV1iQ,Risk,Deftones,Diamond Eyes,2008,,0.369,0.868,2,-4.367,1,0.0611,1.61e-05,0.0393,0.169,0.353,119.709,218800,4,65
4dfvPFbLEa6JzZV4dZTWt7,Headup,Deftones,Around the Fur,1997-10-27,,0.263,0.925,3,-5.299,1,0.118,0.000503,0.631,0.17,0.0722,105.253,372973,4,57
1BExV8JprNJLvLeDE9qdEW,It's Been Awhile,Staind,Break the Cycle,2001-08-20,,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,4,65
3gAZuCwnlRkAjcnP1Q4yzu,For You,Staind,Break the Cycle,2001-08-20,,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,4,52
5D6rk7Zr7FRy5m2fDte5fp,Outside,Staind,Break the Cycle,2001-08-20,,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,293133,4,55
0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,Mezmerize,2005-05-17,,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,255467,4,76
1zN6ynJG4PdR61YWv4PQ3Y,All Around Me,Flyleaf,Flyleaf,2006-01-01,,0.473,0.87,9,-4.893,1,0.0454,0.0216,0.0,0.0525,0.464,146.972,198507,4,66
7q6CybWAg3uYLgS5tDWqmd,Imaginary,Evanescence,Fallen,2003-03-04,,0.399,0.747,4,-5.472,0,0.031,0.00681,0.00327,0.205,0.278,150.053,256493,4,55
6aF5JtQSrh7wNrkDE9B0My,When Worlds Collide,Powerman 5000,Tonight The Stars Revolt,1999-01-01,,0.56,0.903,11,-4.77,1,0.0754,0.00132,0.0,0.291,0.581,143.821,177960,4,64
7MeXwzhSDGfqNfuFANgzVC,Toxicity,System Of A Down,Toxicity,2001-01-01,,0.407,0.876,8,-4.145,1,0.0529,0.000254,0.00265,0.215,0.521,116.335,218933,3,1
7cYKGj2j9AWNwQukTl2Jev,Korea,Deftones,White Pony,2000-05-16,,0.271,0.91,7,-3.645,1,0.0854,1.51e-05,4.34e-05,0.134,0.149,88.463,203600,4,52
4vAHXnJ5YWLq5hbIVzZS1h,Spiders,System Of A Down,System Of A Down,1998,,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,215440,4,67
1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,Rage Against The Machine,The Battle Of Los Angeles,1999-11-02,,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,206200,4,68
4BggEwLhGfrbrl7JBhC8EC,Butterfly,Crazy Town,The Gift Of Game,1999-11-04,,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4,73
2qrxKk3y85UpaNcI07LPn9,Scum Of The Earth,Rob Zombie,The Sinister Urge,2001-01-01,,0.523,0.968,1,-4.053,1,0.07,9.18e-06,0.0089,0.0657,0.397,140.01,175267,4,57
4e9eGQYsOiBcftrWXwsVco,Aerials,System Of A Down,Toxicity,2001-09-04,,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,4,79
2UTqXRGegH18sRXSuOUvFa,Genesis,Deftones,Genesis,2020-09-18,,0.18,0.861,0,-3.935,0,0.0727,2.56e-05,0.425,0.644,0.101,128.165,317281,4,37
6VzV6RI7641o57TuqfGRpj,Psycho,System Of A Down,Toxicity,2001-09-04,,0.467,0.67,7,-4.063,1,0.0663,0.00162,0.0001,0.195,0.457,146.223,225893,4,60
663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,Evanescence,The Open Door,2006-01-01,,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,214707,4,69
6O7pihLJgeqxUnG7u9oYL2,Push It,Static-X,Wisconsin Death Trip,1999,,0.557,0.978,0,-3.965,1,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,154907,4,62
